action,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
nine,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999,-999,999
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
